client_code,name,product,status,city,date,category,amount,currency,type,direction
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-04 18:19:17,Смотрим дома,2954.89,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-04 18:54:24,Мебель,55084.98,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-04 21:35:45,Продукты питания,14637.06,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-05 15:06:23,Продукты питания,25660.91,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-05 16:04:59,Кафе и рестораны,9724.75,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-06 08:51:38,Ремонт дома,33725.78,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-06 09:25:46,Смотрим дома,9335.34,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-06 17:37:08,Подарки,12116.02,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-06 17:40:21,Одежда и обувь,43989.37,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-06 19:28:57,Кафе и рестораны,21185.9,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-06 19:47:42,Спорт,16298.52,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-07 20:57:06,Кафе и рестораны,11250.63,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-08 15:19:36,Косметика и Парфюмерия,65742.84,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-09 14:31:21,Косметика и Парфюмерия,52727.8,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-09 15:54:49,Подарки,14594.03,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-09 18:08:24,Продукты питания,12701.25,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-09 18:36:50,Мебель,69858.42,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-10 13:06:31,Одежда и обувь,35629.02,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-10 15:27:18,Едим дома,6862.94,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-10 21:37:27,Спорт,22677.2,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 09:19:04,Смотрим дома,5781.88,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 10:43:54,Продукты питания,23170.68,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 14:07:42,Мебель,50670.37,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 15:04:17,Подарки,10868.39,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 16:35:12,Косметика и Парфюмерия,49663.26,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 18:54:44,Продукты питания,19810.98,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 19:05:14,Едим дома,9604.87,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-11 20:43:57,Мебель,45330.93,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-12 10:56:32,Подарки,24890.21,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-12 17:38:03,Спорт,17957.82,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-12 20:59:07,Кафе и рестораны,16349.63,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-13 19:03:18,Подарки,20691.21,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-13 19:56:52,Смотрим дома,5801.94,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-13 20:59:08,Продукты питания,21651.05,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-14 12:21:57,Одежда и обувь,44141.94,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-14 13:31:03,Подарки,24372.69,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-15 08:22:09,Продукты питания,29113.89,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-15 10:46:20,Продукты питания,22621.95,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-15 11:44:17,Авто,113359.92,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-15 18:06:04,Продукты питания,10165.34,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-15 21:47:45,Кино,2708.77,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-16 14:37:10,Спорт,19683.6,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-16 18:51:49,Кафе и рестораны,8116.57,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-17 09:17:31,Одежда и обувь,69312.73,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-17 09:48:26,Подарки,24644.04,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-17 11:40:49,Подарки,12756.0,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-17 14:55:40,Подарки,14983.76,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-17 21:08:00,Кафе и рестораны,8958.07,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-18 18:19:03,Косметика и Парфюмерия,32329.54,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-19 12:51:15,Кафе и рестораны,11165.66,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-20 08:36:00,Ремонт дома,48576.08,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-21 11:43:14,Спорт,12137.52,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-21 12:10:08,Кафе и рестораны,25390.43,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-21 12:32:02,Косметика и Парфюмерия,33072.19,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-21 14:50:44,Кафе и рестораны,22707.45,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 10:23:18,Косметика и Парфюмерия,45981.11,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 11:43:40,Ювелирные украшения,421714.55,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 12:32:23,Кафе и рестораны,20503.22,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 12:51:09,Кафе и рестораны,24114.01,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 14:06:09,Кафе и рестораны,19572.28,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 15:02:50,Кафе и рестораны,14453.26,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-22 19:00:30,Подарки,22854.51,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-23 11:04:10,Продукты питания,27482.01,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-23 12:35:32,Кафе и рестораны,18962.85,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-23 13:48:59,Продукты питания,18305.64,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-23 17:44:31,Продукты питания,23909.9,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-23 18:08:53,Продукты питания,20929.57,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-24 12:54:55,Продукты питания,16666.97,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-25 11:32:22,Мебель,38125.88,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-25 12:47:14,Ремонт дома,56165.64,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-25 18:11:16,Кафе и рестораны,9007.22,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-25 19:03:31,Мебель,30545.43,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-26 11:47:32,Кафе и рестораны,24140.03,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-26 20:49:06,Кафе и рестораны,180299.0,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-26 21:00:53,Смотрим дома,5613.92,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-27 15:03:56,Подарки,15887.73,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-28 13:00:41,Ремонт дома,91497.45,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-28 19:05:56,Авто,114970.65,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-28 19:49:30,Смотрим дома,9599.97,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-28 20:34:28,Ремонт дома,150884.2,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-29 14:54:32,Одежда и обувь,31571.98,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-29 15:18:09,Продукты питания,15761.13,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-29 15:25:19,Мебель,34685.08,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-29 15:29:50,Кафе и рестораны,14622.53,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-29 16:47:13,Косметика и Парфюмерия,41589.21,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-29 20:56:13,Едим дома,4647.22,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-30 18:12:57,Смотрим дома,8526.78,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-31 10:12:35,Продукты питания,25014.26,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-31 19:34:02,Косметика и Парфюмерия,48825.44,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-31 21:31:34,Подарки,15882.23,KZT,,
45,Диана,Депозит Накопительный,зп,Караганда,2025-08-31 21:53:22,Кафе и рестораны,7732.91,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-01 12:10:38,Продукты питания,14612.65,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-01 14:40:58,Кафе и рестораны,6119.26,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-01 19:00:47,Кафе и рестораны,10212.28,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-01 19:50:27,Смотрим дома,4889.87,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-02 08:30:48,Смотрим дома,3852.67,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-02 17:10:58,Смотрим дома,4411.61,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-02 19:00:32,Кафе и рестораны,16245.94,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-03 10:40:17,Кино,4137.42,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-03 12:10:50,Продукты питания,9024.14,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-03 16:20:22,Едим дома,5807.07,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-03 19:00:09,Кафе и рестораны,11720.91,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-03 19:30:26,Кино,4678.25,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-05 09:15:56,Такси,5433.59,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-05 12:10:18,Продукты питания,17028.85,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-05 19:00:00,Кафе и рестораны,8662.4,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-06 09:15:36,Такси,4441.78,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-06 12:10:29,Продукты питания,28079.69,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-06 19:30:41,Кафе и рестораны,6305.27,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-07 09:15:54,Такси,7755.57,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-07 12:10:03,Продукты питания,15967.94,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-07 12:20:31,Смотрим дома,3180.65,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-07 14:30:55,Смотрим дома,5310.41,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-07 18:30:34,Кино,2303.98,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-08 09:15:30,Такси,5326.17,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-08 10:50:18,Играем дома,5182.28,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-08 15:50:38,Кафе и рестораны,8768.0,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-08 18:40:34,Кино,5016.9,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-08 21:50:30,Играем дома,5209.0,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-09 12:10:30,Продукты питания,10549.68,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-09 12:50:37,Смотрим дома,3693.98,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-09 14:50:28,Такси,4481.59,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-11 12:10:42,Продукты питания,15183.3,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-11 14:00:12,Смотрим дома,4200.7,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-11 17:20:36,Такси,4319.98,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-11 18:00:00,Такси,3582.58,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-13 12:10:30,Продукты питания,18139.15,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-13 14:30:42,Кафе и рестораны,5059.08,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-15 09:15:08,Такси,3886.79,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-15 11:40:54,Такси,5009.42,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-15 12:10:26,Продукты питания,7083.83,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-15 19:00:00,Кафе и рестораны,8037.59,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-15 20:10:44,Кино,6297.59,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 08:10:16,Кафе и рестораны,4868.72,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 12:10:05,Играем дома,3422.08,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 12:10:24,Продукты питания,23369.36,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 13:40:10,Смотрим дома,5697.93,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 14:00:13,Кафе и рестораны,6221.05,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 19:00:02,Кафе и рестораны,11811.72,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-16 21:40:06,Смотрим дома,12000.0,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-17 12:10:04,Продукты питания,13770.31,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-17 18:30:41,АЗС,21669.19,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-17 18:50:48,Смотрим дома,5504.18,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-17 19:00:26,Кино,4182.69,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-17 19:00:28,Кафе и рестораны,6707.98,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-17 21:50:20,Кино,6569.73,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-18 18:30:40,АЗС,29463.81,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-18 18:30:59,Играем дома,4495.0,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-19 09:50:11,Играем дома,4637.81,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-19 11:00:44,Смотрим дома,5383.8,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-19 12:10:18,Продукты питания,8605.91,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-19 15:50:07,Играем дома,5232.73,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-20 08:50:40,Смотрим дома,4987.97,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-20 09:15:14,Такси,3138.7,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-20 12:10:13,Продукты питания,15208.52,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-21 09:00:35,Смотрим дома,5422.4,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-21 15:20:02,Такси,2365.71,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-21 18:00:39,Едим дома,4995.05,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-21 18:20:31,Смотрим дома,7992.47,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-21 19:00:25,Кафе и рестораны,9071.81,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-22 12:10:23,Продукты питания,20928.2,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-22 16:30:06,Кино,5930.77,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-22 19:00:47,Кафе и рестораны,6064.6,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-22 20:30:27,Кафе и рестораны,4676.47,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-23 12:10:09,Продукты питания,17495.4,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-23 16:10:33,Кафе и рестораны,5174.57,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-23 18:30:15,АЗС,10674.86,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-23 19:00:23,Кафе и рестораны,12405.17,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 09:00:46,Кафе и рестораны,5744.13,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 10:50:50,Играем дома,3933.28,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 13:20:56,Едим дома,5498.85,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 19:00:28,Такси,6196.92,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 19:00:58,Кафе и рестораны,3421.48,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 20:20:36,Кино,3081.91,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-24 21:50:46,Смотрим дома,5688.72,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-28 09:15:43,Такси,4109.42,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-28 10:50:48,Кино,5313.08,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-28 12:40:05,Такси,5886.12,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-28 15:00:30,Смотрим дома,4527.55,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-28 16:10:55,Кино,4300.56,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-29 11:40:36,Кино,6461.76,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-29 13:10:59,Кафе и рестораны,7079.28,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-29 16:00:55,Кино,4109.14,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-29 19:00:39,Кафе и рестораны,2322.9,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 09:00:42,Такси,4758.46,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 11:10:45,Кафе и рестораны,4800.01,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 12:10:55,Продукты питания,5272.37,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 12:40:44,Кино,4015.81,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 17:50:03,Кино,3442.89,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 19:00:02,Кафе и рестораны,5898.1,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-06-30 21:20:25,Такси,4195.1,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-01 12:10:47,Продукты питания,10897.43,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-01 17:20:04,Такси,5348.99,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-02 11:10:31,Смотрим дома,5867.9,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-02 11:40:12,Кино,3511.85,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-02 12:10:37,Продукты питания,12338.1,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-02 15:10:36,Едим дома,5195.71,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-03 08:30:21,Едим дома,3114.13,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-03 12:10:17,Продукты питания,18420.11,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-03 14:40:17,Играем дома,4722.72,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-03 20:40:53,Смотрим дома,4888.08,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-06 08:40:39,Играем дома,4404.07,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-06 12:10:55,Продукты питания,13781.79,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-06 15:20:34,Играем дома,4370.55,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-06 18:40:47,Кафе и рестораны,5910.95,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-07 11:20:23,Кино,5266.67,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-07 18:50:14,Едим дома,5275.04,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-07 19:00:56,Кафе и рестораны,8732.22,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-08 12:10:52,Продукты питания,12802.41,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-08 14:10:59,Кино,3413.27,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-08 21:40:29,Кафе и рестораны,5593.36,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-10 09:15:59,Такси,2889.13,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-10 11:50:45,Такси,4297.81,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-10 12:10:51,Продукты питания,16088.68,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-10 14:20:36,Едим дома,4014.72,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-10 19:00:24,Кафе и рестораны,8607.61,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-10 21:50:33,Едим дома,5774.11,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-11 15:30:03,Кино,4754.5,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-11 18:30:19,АЗС,13921.09,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-13 09:50:24,Кафе и рестораны,4645.71,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-13 11:30:30,Смотрим дома,2925.96,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-13 12:10:55,Продукты питания,9479.46,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-14 11:10:13,Играем дома,3937.62,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-14 12:10:10,Продукты питания,21382.56,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-14 14:50:34,Играем дома,4175.31,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-14 17:20:43,Кафе и рестораны,4345.99,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-14 19:00:56,Кафе и рестораны,7994.59,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-15 09:15:35,Такси,4136.73,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-15 12:10:47,Продукты питания,25669.42,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-15 19:00:39,Кафе и рестораны,5887.53,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-15 20:20:46,Кино,6648.57,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-15 21:30:02,Кафе и рестораны,5673.8,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-16 08:20:40,Смотрим дома,5033.87,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-16 12:10:52,Продукты питания,10517.1,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-17 09:00:37,Кино,5396.12,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-17 12:10:32,Продукты питания,10679.61,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-17 17:30:32,Смотрим дома,2635.15,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-17 18:40:37,Играем дома,5615.61,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-17 19:00:02,Кафе и рестораны,9671.48,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-18 09:40:30,Кафе и рестораны,5047.58,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-18 12:10:09,Продукты питания,9893.54,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-18 18:50:46,Кафе и рестораны,5441.99,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-18 19:00:19,Кафе и рестораны,7185.25,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-18 19:10:14,Кафе и рестораны,4756.46,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-18 19:20:53,Играем дома,7426.83,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-19 12:10:53,Продукты питания,9862.28,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-19 13:40:29,Смотрим дома,4771.82,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-22 08:40:13,Кафе и рестораны,4130.86,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-22 09:15:48,Такси,7409.97,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-22 10:00:52,Кафе и рестораны,3763.34,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-23 12:10:42,Продукты питания,15504.25,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-23 15:20:08,Такси,7087.82,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-23 16:20:53,Играем дома,3828.54,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-23 16:50:56,Такси,4439.46,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-24 12:10:43,Продукты питания,14912.4,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-25 10:50:19,Кафе и рестораны,5493.32,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-25 12:10:12,Продукты питания,7959.35,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-25 12:20:24,Такси,4419.24,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-25 18:50:23,Едим дома,8170.62,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-25 21:30:56,Едим дома,2567.58,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-26 09:15:39,Такси,3658.62,KZT,,
21,Павел,Обмен валют,вип,Алматы,2025-07-26 13:20:11,Такси,5062.42,KZT,,
